0.1967+0.1967i
0.020009-1.1327i
-0.67157-0.11522i
-0.1082+1.2209i
0+0.7868i
-0.1082+1.2209i
-0.67157-0.11522i
0.020009-1.1327i
0.3934+0.3934i
-1.1327+0.020009i
-0.11522-0.67157i
1.2209-0.1082i
0.7868
1.2209-0.1082i
-0.11522-0.67157i
-1.1327+0.020009i
0.3934+0.3934i
0.020009-1.1327i
-0.67157-0.11522i
-0.1082+1.2209i
0+0.7868i
-0.1082+1.2209i
-0.67157-0.11522i
0.020009-1.1327i
0.3934+0.3934i
-1.1327+0.020009i
-0.11522-0.67157i
1.2209-0.1082i
0.7868
1.2209-0.1082i
-0.11522-0.67157i
-1.1327+0.020009i
0.3934+0.3934i
0.020009-1.1327i
-0.67157-0.11522i
-0.1082+1.2209i
0+0.7868i
-0.1082+1.2209i
-0.67157-0.11522i
0.020009-1.1327i
0.3934+0.3934i
-1.1327+0.020009i
-0.11522-0.67157i
1.2209-0.1082i
0.7868
1.2209-0.1082i
-0.11522-0.67157i
-1.1327+0.020009i
0.3934+0.3934i
0.020009-1.1327i
-0.67157-0.11522i
-0.1082+1.2209i
0+0.7868i
-0.1082+1.2209i
-0.67157-0.11522i
0.020009-1.1327i
-0.47145+0.1967i
0.10506-0.83471i
0.78439-0.90545i
-0.78586-0.98462i
-0.023997-0.4599i
0.64206+0.63322i
-1.0889+0.17534i
-1.0424+0.14168i
-0.29969+1.2905i
-0.48282+0.18647i
-0.51579-0.69519i
0.59488-0.12078i
0.70316-0.78987i
-1.1226-0.55785i
-0.48925-0.3361i
0.31574-0.84107i
0.53452+0.53452i
1.0198+0.035027i
-0.19228-1.374i
0.50176+0.12776i
0.20933+0.50058i
-1.17+0.40521i
0.0084581+0.98356i
0.45616-0.034862i
0.83421+0.22141i
-0.32769+0.90801i
-0.98464+0.47192i
0.51164+0.7501i
0.18056-0.23849i
0.82814-0.70812i
0.33995+0.95066i
-0.043799+1.0291i
1.3363
-0.043799-1.0291i
0.33995-0.95066i
0.82814+0.70812i
0.18056+0.23849i
0.51164-0.7501i
-0.98464-0.47192i
-0.32769-0.90801i
0.83421-0.22141i
0.45616+0.034862i
0.0084581-0.98356i
-1.17-0.40521i
0.20933-0.50058i
0.50176-0.12776i
-0.19228+1.374i
1.0198-0.035027i
0.53452-0.53452i
0.31574+0.84107i
-0.48925+0.3361i
-1.1226+0.55785i
0.70316+0.78987i
0.59488+0.12078i
-0.51579+0.69519i
-0.48282-0.18647i
-0.29969-1.2905i
-1.0424-0.14168i
-1.0889-0.17534i
0.64206-0.63322i
-0.023997+0.4599i
-0.78586+0.98462i
0.78439+0.90545i
0.10506+0.83471i
-1.3363
0.10506-0.83471i
0.78439-0.90545i
-0.78586-0.98462i
-0.023997-0.4599i
0.64206+0.63322i
-1.0889+0.17534i
-1.0424+0.14168i
-0.29969+1.2905i
-0.48282+0.18647i
-0.51579-0.69519i
0.59488-0.12078i
0.70316-0.78987i
-1.1226-0.55785i
-0.48925-0.3361i
0.31574-0.84107i
0.53452+0.53452i
1.0198+0.035027i
-0.19228-1.374i
0.50176+0.12776i
0.20933+0.50058i
-1.17+0.40521i
0.0084581+0.98356i
0.45616-0.034862i
0.83421+0.22141i
-0.32769+0.90801i
-0.98464+0.47192i
0.51164+0.7501i
0.18056-0.23849i
0.82814-0.70812i
0.33995+0.95066i
-0.043799+1.0291i
1.3363
-0.043799-1.0291i
0.33995-0.95066i
0.82814+0.70812i
0.18056+0.23849i
0.51164-0.7501i
-0.98464-0.47192i
-0.32769-0.90801i
0.83421-0.22141i
0.45616+0.034862i
0.0084581-0.98356i
-1.17-0.40521i
0.20933-0.50058i
0.50176-0.12776i
-0.19228+1.374i
1.0198-0.035027i
0.53452-0.53452i
0.31574+0.84107i
-0.48925+0.3361i
-1.1226+0.55785i
0.70316+0.78987i
0.59488+0.12078i
-0.51579+0.69519i
-0.48282-0.18647i
-0.29969-1.2905i
-1.0424-0.14168i
-1.0889-0.17534i
0.64206-0.63322i
-0.023997+0.4599i
-0.78586+0.98462i
0.78439+0.90545i
0.10506+0.83471i
-1.3363
0.10506-0.83471i
0.78439-0.90545i
-0.78586-0.98462i
-0.023997-0.4599i
0.64206+0.63322i
-1.0889+0.17534i
-1.0424+0.14168i
-0.29969+1.2905i
-0.48282+0.18647i
-0.51579-0.69519i
0.59488-0.12078i
0.70316-0.78987i
-1.1226-0.55785i
-0.48925-0.3361i
0.31574-0.84107i
0.53452+0.53452i
1.0198+0.035027i
-0.19228-1.374i
0.50176+0.12776i
0.20933+0.50058i
-1.17+0.40521i
0.0084581+0.98356i
0.45616-0.034862i
0.83421+0.22141i
-0.32769+0.90801i
-0.98464+0.47192i
0.51164+0.7501i
0.18056-0.23849i
0.82814-0.70812i
0.33995+0.95066i
-0.043799+1.0291i
0.40089-0.26726i
-0.26795+0.36488i
-0.69897-0.58069i
-0.15602+0.22765i
-1.6772-1.117i
0.12674-0.22728i
1.4779-0.056436i
0.36902-1.3058i
1.0232-0.91249i
0.26776-0.10161i
-0.51217+0.28372i
-0.45883+0.26075i
0.3596+0.65039i
0.7948-1.1954i
0.23283-0.388i
-0.69687+1.8108i
-1.6036
-0.69687-1.8108i
0.23283+0.388i
0.7948+1.1954i
0.3596-0.65039i
-0.45883-0.26075i
-0.51217-0.28372i
0.26776+0.10161i
1.0232+0.91249i
0.36902+1.3058i
1.4779+0.056436i
0.12674+0.22728i
-1.6772+1.117i
-0.15602-0.22765i
-0.69897+0.58069i
-0.26795-0.36488i
-0.53452+0.53452i
-0.32616+1.1157i
1.3182+0.58069i
0.14834+1.5338i
0.0088201-0.70793i
0.028422+0.23083i
0.24885+0.056436i
-0.19488-1.2568i
-0.48867-0.15656i
0.95488-0.37059i
-0.14553-0.28372i
-0.27489-0.14212i
0.23977-0.33728i
-0.20855+0.048191i
0.21696+0.388i
-0.1058-1.2635i
-0.53452
-0.1058+1.2635i
0.21696-0.388i
-0.20855-0.048191i
0.23977+0.33728i
-0.27489+0.14212i
-0.14553+0.28372i
0.95488+0.37059i
-0.48867+0.15656i
-0.19488+1.2568i
0.24885-0.056436i
0.028422-0.23083i
0.0088201+0.70793i
0.14834-1.5338i
1.3182-0.58069i
-0.32616-1.1157i
-0.53452-0.53452i
-0.26795+0.36488i
-0.69897-0.58069i
-0.15602+0.22765i
-1.6772-1.117i
0.12674-0.22728i
1.4779-0.056436i
0.36902-1.3058i
1.0232-0.91249i
0.26776-0.10161i
-0.51217+0.28372i
-0.45883+0.26075i
0.3596+0.65039i
0.7948-1.1954i
0.23283-0.388i
-0.69687+1.8108i
-1.069-0.26726i
-0.26795+0.36488i
-0.69897-0.58069i
-0.15602+0.22765i
-1.6772-1.117i
0.12674-0.22728i
1.4779-0.056436i
0.36902-1.3058i
1.0232-0.91249i
0.26776-0.10161i
-0.51217+0.28372i
-0.45883+0.26075i
0.3596+0.65039i
0.7948-1.1954i
0.23283-0.388i
-0.69687+1.8108i
-1.6036
-0.69687-1.8108i
0.23283+0.388i
0.7948+1.1954i
0.3596-0.65039i
-0.45883-0.26075i
-0.51217-0.28372i
0.26776+0.10161i
1.0232+0.91249i
0.36902+1.3058i
1.4779+0.056436i
0.12674+0.22728i
-1.6772+1.117i
-0.15602-0.22765i
-0.69897+0.58069i
-0.26795-0.36488i
-0.53452+0.53452i
-0.32616+1.1157i
1.3182+0.58069i
0.14834+1.5338i
0.0088201-0.70793i
0.028422+0.23083i
0.24885+0.056436i
-0.19488-1.2568i
-0.48867-0.15656i
0.95488-0.37059i
-0.14553-0.28372i
-0.27489-0.14212i
0.23977-0.33728i
-0.20855+0.048191i
0.21696+0.388i
-0.1058-1.2635i
-0.53452
-0.1058+1.2635i
0.21696-0.388i
-0.20855-0.048191i
0.23977+0.33728i
-0.27489+0.14212i
-0.14553+0.28372i
0.95488+0.37059i
-0.48867+0.15656i
-0.19488+1.2568i
0.24885-0.056436i
0.028422-0.23083i
0.0088201+0.70793i
0.14834-1.5338i
1.3182-0.58069i
-0.32616-1.1157i
-0.53452-0.53452i
-0.26795+0.36488i
-0.69897-0.58069i
-0.15602+0.22765i
-1.6772-1.117i
0.12674-0.22728i
1.4779-0.056436i
0.36902-1.3058i
1.0232-0.91249i
0.26776-0.10161i
-0.51217+0.28372i
-0.45883+0.26075i
0.3596+0.65039i
0.7948-1.1954i
0.23283-0.388i
-0.69687+1.8108i
0.26726-0.40089i
-0.65892-1.4308i
-0.0081103-1.5412i
-0.93183-0.94977i
-0.20933+0.090359i
1.1847-0.00067554i
0.25786-0.56794i
0.55217-0.29136i
-0.29969+0.7235i
0.37796+1.0974i
-0.55793-0.15404i
-0.36259-0.055783i
-0.18056+1.0148i
-0.85056-0.82784i
-0.05143-1.1385i
-0.054321+1.3594i
0.26726
-0.054321-1.3594i
-0.05143+1.1385i
-0.85056+0.82784i
-0.18056-1.0148i
-0.36259+0.055783i
-0.55793+0.15404i
0.37796-1.0974i
-0.29969-0.7235i
0.55217+0.29136i
0.25786+0.56794i
1.1847+0.00067554i
-0.20933-0.090359i
-0.93183+0.94977i
-0.0081103+1.5412i
-0.65892+1.4308i
2.1381+0.80178i
0.15249-0.009009i
-0.032578+0.14443i
1.3064+0.031956i
-0.70316-0.40348i
0.23059+0.13137i
-0.58783-0.010626i
-0.30609-0.25955i
0.83421+0.34554i
-0.045482-0.25149i
-0.18115-0.42452i
0.34404+0.76504i
0.023997+0.81021i
-0.9208+0.48859i
-0.97693-0.25824i
-0.017808-1.4024i
0.80178
-0.017808+1.4024i
-0.97693+0.25824i
-0.9208-0.48859i
0.023997-0.81021i
0.34404-0.76504i
-0.18115+0.42452i
-0.045482+0.25149i
0.83421-0.34554i
-0.30609+0.25955i
-0.58783+0.010626i
0.23059-0.13137i
-0.70316+0.40348i
1.3064-0.031956i
-0.032578-0.14443i
0.15249+0.009009i
2.1381-0.80178i
-0.65892-1.4308i
-0.0081103-1.5412i
-0.93183-0.94977i
-0.20933+0.090359i
1.1847-0.00067554i
0.25786-0.56794i
0.55217-0.29136i
-0.29969+0.7235i
0.37796+1.0974i
-0.55793-0.15404i
-0.36259-0.055783i
-0.18056+1.0148i
-0.85056-0.82784i
-0.05143-1.1385i
-0.054321+1.3594i
0.13363-0.66815i
0.2402+0.17853i
0.0042959+0.80258i
-0.069237+0.18509i
0.013593-0.12739i
-0.37973-0.084996i
0.23952+0.048258i
-0.31223-0.1729i
0.7235+0.23484i
0.59695+1.0665i
-0.80291+1.1i
-0.47197+0.50404i
-0.073506+0.30318i
-0.36069-1.2532i
-0.54585-0.86445i
-0.50613+2.5169i
-0.80178
-0.50613-2.5169i
-0.54585+0.86445i
-0.36069+1.2532i
-0.073506-0.30318i
-0.47197-0.50404i
-0.80291-1.1i
0.59695-1.0665i
0.7235-0.23484i
-0.31223+0.1729i
0.23952-0.048258i
-0.37973+0.084996i
0.013593+0.12739i
-0.069237-0.18509i
0.0042959-0.80258i
0.2402-0.17853i
0+1.3363i
0.19655+0.48275i
-0.0042959+0.47102i
1.1876+0.096773i
-0.76952-1.3196i
-0.94718-0.12041i
-0.23952-0.62347i
-0.71846+0.17725i
0.34554+1.3687i
-0.14483-0.7344i
0.80291+0.46288i
0.40212+0.93816i
0.82943+0.3879i
0.63911+1.0446i
0.54585-4.0623e-05i
0.64793+0.6102i
-1.3363
0.64793-0.6102i
0.54585+4.0623e-05i
0.63911-1.0446i
0.82943-0.3879i
0.40212-0.93816i
0.80291-0.46288i
-0.14483+0.7344i
0.34554-1.3687i
-0.71846-0.17725i
-0.23952+0.62347i
-0.94718+0.12041i
-0.76952+1.3196i
1.1876-0.096773i
-0.0042959-0.47102i
0.19655-0.48275i
0-1.3363i
0.2402+0.17853i
0.0042959+0.80258i
-0.069237+0.18509i
0.013593-0.12739i
-0.37973-0.084996i
0.23952+0.048258i
-0.31223-0.1729i
0.7235+0.23484i
0.59695+1.0665i
-0.80291+1.1i
-0.47197+0.50404i
-0.073506+0.30318i
-0.36069-1.2532i
-0.54585-0.86445i
-0.50613+2.5169i
-0.21191+0.18898i
0.24524+0.8238i
0.15656-0.91249i
-1.2329+0.16386i
-0.37796+1.1339i
-1.2329+0.16386i
0.15656-0.91249i
0.24524+0.8238i
0.37796+0.37796i
0.8238+0.24524i
-0.91249+0.15656i
0.16386-1.2329i
1.1339-0.37796i
0.16386-1.2329i
-0.91249+0.15656i
0.8238+0.24524i
0.37796+0.37796i
0.24524+0.8238i
0.15656-0.91249i
-1.2329+0.16386i
-0.37796+1.1339i
-1.2329+0.16386i
0.15656-0.91249i
0.24524+0.8238i
0.37796+0.37796i
0.8238+0.24524i
-0.91249+0.15656i
0.16386-1.2329i
1.1339-0.37796i
0.16386-1.2329i
-0.91249+0.15656i
0.8238+0.24524i
0.37796+0.37796i
0.24524+0.8238i
0.15656-0.91249i
-1.2329+0.16386i
-0.37796+1.1339i
-1.2329+0.16386i
0.15656-0.91249i
0.24524+0.8238i
0.37796+0.37796i
0.8238+0.24524i
-0.91249+0.15656i
0.16386-1.2329i
1.1339-0.37796i
0.16386-1.2329i
-0.91249+0.15656i
0.8238+0.24524i
0.37796+0.37796i
0.24524+0.8238i
0.15656-0.91249i
-1.2329+0.16386i
-0.37796+1.1339i
-1.2329+0.16386i
0.15656-0.91249i
0.24524+0.8238i
0.37796+0.37796i
0.8238+0.24524i
-0.91249+0.15656i
0.16386-1.2329i
1.1339-0.37796i
0.16386-1.2329i
-0.91249+0.15656i
0.8238+0.24524i
0.37796+0.37796i
0.24524+0.8238i
0.15656-0.91249i
-1.2329+0.16386i
-0.37796+1.1339i
-1.2329+0.16386i
0.15656-0.91249i
0.24524+0.8238i
0.37796+0.37796i
0.8238+0.24524i
-0.91249+0.15656i
0.16386-1.2329i
1.1339-0.37796i
0.16386-1.2329i
-0.91249+0.15656i
0.8238+0.24524i
0.060417+0.25326i
-1.1296+0.6165i
-0.74357-0.93164i
-0.12705+0.9311i
-0.63297+0.50457i
-1.3604-0.89576i
-0.67222+0.58324i
0.69083+0.21818i
0.78564+0.16696i
-0.12316-1.0606i
-0.34853+1.457i
-0.075869-0.74272i
-0.62119+0.11004i
-1.3179+0.11692i
-0.55742+0.17624i
0.92696+0.42637i
1.1444-0.89044i
0.29529+1.1146i
0.039746-0.1177i
0.39924-0.82118i
0.25759+1.1336i
-0.20901-0.87541i
-0.11511-0.07658i
0.28919+0.41813i
0.28269-1.1522i
-0.056569+0.55563i
-0.4683-0.26414i
-0.97157-0.70666i
-1.124+0.66609i
-0.43247-0.38609i
0.39118+0.035606i
0.21749+0.61735i
-0.73373-0.34804i
-1.3118+0.8973i
-0.96882+0.16086i
0.072258+0.38972i
1.1152+0.30932i
1.102+0.7797i
-0.081568+0.2783i
-0.76928-0.25307i
0.11189+1.0369i
1.0138+0.47882i
0.4843-1.1209i
-0.090104+1.4788i
0.65108+0.061162i
1.0723-0.47805i
-0.26596+0.42731i
-1.4852+0.64353i
-0.85679-0.047855i
-0.018183-0.48283i
-0.49801+1.3093i
-0.75252-0.71234i
0.37909+0.75098i
1.2126-0.81659i
0.7003+0.81932i
0.30382+0.0035287i
0.56797-1.2539i
0.059032+1.0468i
-1.0841-0.57808i
-0.83766-0.62531i
0.77827+0.22731i
1.484-0.3149i
0.57122-0.13279i
-0.52882-0.10422i
-0.89995
-0.52882+0.10422i
0.57122+0.13279i
1.484+0.3149i
0.77827-0.22731i
-0.83766+0.62531i
-1.0841+0.57808i
0.059032-1.0468i
0.56797+1.2539i
0.30382-0.0035287i
0.7003-0.81932i
1.2126+0.81659i
0.37909-0.75098i
-0.75252+0.71234i
-0.49801-1.3093i
-0.018183+0.48283i
-0.85679+0.047855i
-1.4852-0.64353i
-0.26596-0.42731i
1.0723+0.47805i
0.65108-0.061162i
-0.090104-1.4788i
0.4843+1.1209i
1.0138-0.47882i
0.11189-1.0369i
-0.76928+0.25307i
-0.081568-0.2783i
1.102-0.7797i
1.1152-0.30932i
0.072258-0.38972i
-0.96882-0.16086i
-1.3118-0.8973i
-0.73373+0.34804i
0.21749-0.61735i
0.39118-0.035606i
-0.43247+0.38609i
-1.124-0.66609i
-0.97157+0.70666i
-0.4683+0.26414i
-0.056569-0.55563i
0.28269+1.1522i
0.28919-0.41813i
-0.11511+0.07658i
-0.20901+0.87541i
0.25759-1.1336i
0.39924+0.82118i
0.039746+0.1177i
0.29529-1.1146i
1.1444+0.89044i
0.92696-0.42637i
-0.55742-0.17624i
-1.3179-0.11692i
-0.62119-0.11004i
-0.075869+0.74272i
-0.34853-1.457i
-0.12316+1.0606i
0.78564-0.16696i
0.69083-0.21818i
-0.67222-0.58324i
-1.3604+0.89576i
-0.63297-0.50457i
-0.12705-0.9311i
-0.74357+0.93164i
-1.1296-0.6165i
-0.25713-0.12856i
0.84111-0.5132i
0.98423+1.0641i
0.63439-0.89417i
0.68625+0.24457i
0.85121+0.7933i
0.37673-0.33038i
-0.47876+0.72288i
-0.73342+0.1258i
-0.065476+0.57641i
0.84428+0.33281i
1.1554+0.25187i
0.58307+0.40476i
-0.44071-0.13382i
-0.99313+1.0112i
-0.53392-1.1161i
0.23488+0.63331i
0.20363+0.51479i
-0.33869-1.3519i
-0.11969+0.64534i
0.70297+0.25751i
0.58381-0.97453i
-0.45453+0.25485i
-0.48173+0.15753i
0.83276-0.25764i
1.3153-0.4248i
0.13295+0.082657i
-0.65263+0.57414i
0.084462-1.6311i
0.49689+0.87894i
-0.61862-0.21796i
-1.47-0.8895i
-0.55192-0.16622i
0.74731+0.55461i
0.77865-1.2853i
0.19445+0.22646i
0.19558+0.31463i
0.56447-0.82285i
0.7294+0.86238i
0.75614-0.39787i
0.52845+0.48821i
-0.20292+0.65772i
-0.73133-0.093203i
-0.18288+0.57875i
0.73075+1.1402i
0.54294-0.41801i
-0.66449+0.94577i
-1.4294+0.59294i
-1.0367+0.30498i
-0.11337-0.04088i
0.51201+1.2987i
0.52071-0.59425i
0.10096+0.90382i
-0.15872+0.3813i
0.098965-0.34361i
0.30087+1.5298i
-0.31894-0.66098i
-1.318+0.91036i
-1.4683+0.17435i
-0.58941+0.90248i
0.22693-0.67353i
0.34095+1.1388i
0.31464-0.041915i
0.64636-0.07731i
0.89995
0.64636+0.07731i
0.31464+0.041915i
0.34095-1.1388i
0.22693+0.67353i
-0.58941-0.90248i
-1.4683-0.17435i
-1.318-0.91036i
-0.31894+0.66098i
0.30087-1.5298i
0.098965+0.34361i
-0.15872-0.3813i
0.10096-0.90382i
0.52071+0.59425i
0.51201-1.2987i
-0.11337+0.04088i
-1.0367-0.30498i
-1.4294-0.59294i
-0.66449-0.94577i
0.54294+0.41801i
0.73075-1.1402i
-0.18288-0.57875i
-0.73133+0.093203i
-0.20292-0.65772i
0.52845-0.48821i
0.75614+0.39787i
0.7294-0.86238i
0.56447+0.82285i
0.19558-0.31463i
0.19445-0.22646i
0.77865+1.2853i
0.74731-0.55461i
-0.55192+0.16622i
-1.47+0.8895i
-0.61862+0.21796i
0.49689-0.87894i
0.084462+1.6311i
-0.65263-0.57414i
0.13295-0.082657i
1.3153+0.4248i
0.83276+0.25764i
-0.48173-0.15753i
-0.45453-0.25485i
0.58381+0.97453i
0.70297-0.25751i
-0.11969-0.64534i
-0.33869+1.3519i
0.20363-0.51479i
0.23488-0.63331i
-0.53392+1.1161i
-0.99313-1.0112i
-0.44071+0.13382i
0.58307-0.40476i
1.1554-0.25187i
0.84428-0.33281i
-0.065476-0.57641i
-0.73342-0.1258i
-0.47876-0.72288i
0.37673+0.33038i
0.85121-0.7933i
0.68625-0.24457i
0.63439+0.89417i
0.98423-1.0641i
0.84111+0.5132i
-0.25713+0.12856i
-1.1296+0.6165i
-0.74357-0.93164i
-0.12705+0.9311i
-0.63297+0.50457i
-1.3604-0.89576i
-0.67222+0.58324i
0.69083+0.21818i
0.78564+0.16696i
-0.12316-1.0606i
-0.34853+1.457i
-0.075869-0.74272i
-0.62119+0.11004i
-1.3179+0.11692i
-0.55742+0.17624i
0.92696+0.42637i
1.1444-0.89044i
0.29529+1.1146i
0.039746-0.1177i
0.39924-0.82118i
0.25759+1.1336i
-0.20901-0.87541i
-0.11511-0.07658i
0.28919+0.41813i
0.28269-1.1522i
-0.056569+0.55563i
-0.4683-0.26414i
-0.97157-0.70666i
-1.124+0.66609i
-0.43247-0.38609i
0.39118+0.035606i
0.21749+0.61735i
-0.73373-0.34804i
-1.3118+0.8973i
-0.96882+0.16086i
0.072258+0.38972i
1.1152+0.30932i
1.102+0.7797i
-0.081568+0.2783i
-0.76928-0.25307i
0.11189+1.0369i
1.0138+0.47882i
0.4843-1.1209i
-0.090104+1.4788i
0.65108+0.061162i
1.0723-0.47805i
-0.26596+0.42731i
-1.4852+0.64353i
-0.85679-0.047855i
-0.018183-0.48283i
-0.49801+1.3093i
-0.75252-0.71234i
0.37909+0.75098i
1.2126-0.81659i
0.7003+0.81932i
0.30382+0.0035287i
0.56797-1.2539i
0.059032+1.0468i
-1.0841-0.57808i
-0.83766-0.62531i
0.77827+0.22731i
1.484-0.3149i
0.57122-0.13279i
-0.52882-0.10422i
0.12856+0.19285i
-0.50665-0.57202i
-2.0395-0.10084i
0.85297-0.62297i
0.39734-0.84585i
-0.65596-0.7949i
0.96726-0.60035i
1.203+1.4678i
0.71903+0.3381i
0.50389-0.47212i
0.28006+0.061699i
0.27412+0.68304i
1.0573+0.80282i
-0.2352+0.55986i
0.52782-0.58362i
1.0892-0.22531i
-0.56062-0.18128i
0.7513-1.1472i
0.60747-0.52376i
-0.53408-0.37719i
-0.1532-1.0431i
-1.4905-0.97221i
-0.27505+1.0133i
0.95082-1.0582i
0.66151+0.003341i
0.49559+0.86771i
-0.40985-0.48854i
0.70198-0.41163i
0.28161+0.91002i
-0.54365+0.36075i
-0.24153-0.078404i
0.30106+0.87102i
-2.3922+1.0753i
0.084475+0.24438i
0.45002-0.85745i
0.16114+1.0994i
0.59609-0.23864i
-0.54126-0.31611i
-0.43445+1.0548i
-0.7831+0.38381i
0.43024-0.11222i
-0.68061-0.24474i
0.09673-0.3515i
-0.56858+0.55287i
-0.65599+0.10051i
-0.60142+0.61695i
-0.56189+0.051816i
-0.90537-0.077325i
-0.65598-0.30958i
-0.56895-0.33996i
-1.3443+0.50742i
0.23415+0.57149i
1.6097+0.81178i
0.9423-0.18737i
1.423+0.49023i
-0.64299-0.7598i
-0.24916-0.32462i
-0.12496-0.96048i
-0.98401-0.41872i
0.68028+0.58944i
0.74842-0.25639i
0.56267-0.24684i
-0.01766-0.16756i
0.24647+0.81393i
-0.77139
0.24647-0.81393i
-0.01766+0.16756i
0.56267+0.24684i
0.74842+0.25639i
0.68028-0.58944i
-0.98401+0.41872i
-0.12496+0.96048i
-0.24916+0.32462i
-0.64299+0.7598i
1.423-0.49023i
0.9423+0.18737i
1.6097-0.81178i
0.23415-0.57149i
-1.3443-0.50742i
-0.56895+0.33996i
-0.65598+0.30958i
-0.90537+0.077325i
-0.56189-0.051816i
-0.60142-0.61695i
-0.65599-0.10051i
-0.56858-0.55287i
0.09673+0.3515i
-0.68061+0.24474i
0.43024+0.11222i
-0.7831-0.38381i
-0.43445-1.0548i
-0.54126+0.31611i
0.59609+0.23864i
0.16114-1.0994i
0.45002+0.85745i
0.084475-0.24438i
-2.3922-1.0753i
0.30106-0.87102i
-0.24153+0.078404i
-0.54365-0.36075i
0.28161-0.91002i
0.70198+0.41163i
-0.40985+0.48854i
0.49559-0.86771i
0.66151-0.003341i
0.95082+1.0582i
-0.27505-1.0133i
-1.4905+0.97221i
-0.1532+1.0431i
-0.53408+0.37719i
0.60747+0.52376i
0.7513+1.1472i
-0.56062+0.18128i
1.0892+0.22531i
0.52782+0.58362i
-0.2352-0.55986i
1.0573-0.80282i
0.27412-0.68304i
0.28006-0.061699i
0.50389+0.47212i
0.71903-0.3381i
1.203-1.4678i
0.96726+0.60035i
-0.65596+0.7949i
0.39734+0.84585i
0.85297+0.62297i
-2.0395+0.10084i
-0.50665+0.57202i
1.1571-0.38569i
0.28578-1.988i
-0.18724-0.20216i
-0.78613+0.59936i
0.3551-1.1369i
0.39584+0.34431i
-0.031313+0.80401i
-0.34335-0.24118i
-0.95659+0.4433i
0.57888+0.70021i
0.83827+0.44468i
-0.60868-0.58295i
-0.15964-0.51788i
0.46374+1.1037i
1.0645+0.48808i
0.47671+0.77071i
0.74244+0.58903i
-0.39709+0.24548i
0.95707+0.9536i
0.81213-0.29902i
-0.88653+0.29158i
-0.51551-0.43096i
-0.68018-1.2164i
0.45304+0.012997i
-0.75991+0.69977i
0.2493-0.52721i
-1.0086-1.3088i
0.34863+0.73511i
0.0054537-0.19961i
-1.0978+0.5977i
0.56441-0.01249i
1.2427-1.1233i
0.33512-0.56105i
-0.89857-0.67719i
0.40192+0.017745i
-0.051603+0.35889i
0.19535-1.0459i
-0.578+0.066214i
-0.088468+0.059331i
0.071587-0.29599i
-0.33185+0.75294i
1.1656-0.36293i
-0.42929+1.6466i
-0.29213-0.69543i
-0.81133-0.19635i
-0.41334-0.38601i
0.49684-0.23691i
-0.12793+0.99927i
0.47416-0.82545i
-1.1936+0.023936i
0.093076-0.40588i
0.21321-0.63299i
-0.42633+0.55488i
-0.84515-0.54381i
0.7068+0.58252i
-0.39966+0.23435i
0.48671-1.0134i
-0.45528+0.7066i
-1.4254-0.90957i
-0.60241-0.08907i
-0.096303-1.2383i
1.4091+0.50212i
0.6836+0.53025i
0.7878+0.74679i
-1.5428
0.7878-0.74679i
0.6836-0.53025i
1.4091-0.50212i
